Time,Signal
0.0,0.0
1e-06,0.0004775220651976336
2e-06,0.0009550440215071829
3e-06,0.0014325657600405889
4e-06,0.0019100871719098405
4.9999999999999996e-06,0.0023876081482270034
6e-06,0.0028651285801042426
7e-06,0.0033426483586538438
8e-06,0.003820167374988246
9e-06,0.00429768552022006
9.999999999999999e-06,0.004775202685462093
1.1e-05,0.005252718761827382
1.2e-05,0.005730233640429207
1.3e-05,0.006207747212381118
1.4e-05,0.0066852593687969745
1.4999999999999999e-05,0.007162770000790948
1.6e-05,0.00764027899947756
1.7e-05,0.00811778625597171
1.8e-05,0.008595291661388687
1.8999999999999998e-05,0.009072795106844203
1.9999999999999998e-05,0.009550296483454426
2.1e-05,0.010027795682335985
2.2e-05,0.010505292594606013
2.3e-05,0.01098278711138216
2.4e-05,0.011460279123782622
2.4999999999999998e-05,0.011937768522926164
2.6e-05,0.01241525519993216
2.7e-05,0.012892739045920589
2.8e-05,0.013370219952012083
2.9e-05,0.013847697809327944
2.9999999999999997e-05,0.014325172508990165
3.1e-05,0.014802643942121465
3.2e-05,0.015280111999845305
3.2999999999999996e-05,0.015757576573285914
3.4e-05,0.016235037553568324
3.5e-05,0.016712494831818372
3.6e-05,0.01718994829916275
3.7e-05,0.017667397846729015
3.7999999999999995e-05,0.01814484336564562
3.9e-05,0.01862228474704193
3.9999999999999996e-05,0.01909972188204827
4.1e-05,0.019577154661795916
4.2e-05,0.020054582977417138
4.2999999999999995e-05,0.020532006720045237
4.4e-05,0.02100942578081455
4.4999999999999996e-05,0.02148684005086047
4.6e-05,0.021964249421319505
4.7e-05,0.022441653783329258
4.8e-05,0.02291905302802849
4.9e-05,0.02339644704655712
4.9999999999999996e-05,0.023873835730056265
5.1e-05,0.02435121896966826
5.2e-05,0.024828596656536667
5.3e-05,0.02530596868180633
5.4e-05,0.02578333493662337
5.4999999999999995e-05,0.026260695312135242
5.6e-05,0.02673804969949073
5.6999999999999996e-05,0.027215397989839976
5.8e-05,0.027692740074334532
5.9e-05,0.028170075844127347
5.9999999999999995e-05,0.02864740519037282
6.1e-05,0.02912472800422681
6.2e-05,0.02960204417684667
6.3e-05,0.030079353599391262
6.4e-05,0.03055665616302099
6.5e-05,0.031033951758897827
6.599999999999999e-05,0.031511240278185325
6.7e-05,0.03198852161204866
6.8e-05,0.03246579565165463
6.9e-05,0.03294306228817172
7e-05,0.033420321412770085
7.099999999999999e-05,0.03389757291662159
7.2e-05,0.034374816690899875
7.3e-05,0.034852052626780275
7.4e-05,0.035329280615439974
7.5e-05,0.03580650054805794
7.599999999999999e-05,0.03628371231581498
7.7e-05,0.03676091580989378
7.8e-05,0.03723811092147888
7.9e-05,0.03771529754175676
7.999999999999999e-05,0.038192475561915816
8.099999999999999e-05,0.03866964487314643
8.2e-05,0.03914680536664096
8.3e-05,0.03962395693359375
8.4e-05,0.040101099465201205
8.499999999999999e-05,0.040578232852661794
8.599999999999999e-05,0.04105535698717605
8.7e-05,0.04153247175994664
8.8e-05,0.04200957706217835
8.9e-05,0.04248667278507812
8.999999999999999e-05,0.04296375881985509
9.099999999999999e-05,0.0434408350577206
9.2e-05,0.04391790138988825
9.3e-05,0.04439495770757383
9.4e-05,0.04487200390199549
9.499999999999999e-05,0.04534903986437365
